,Pollster,Start Date,End Date,Entry Date/Time (ET),Number of Observations,Population,Mode,Trump,Clinton,Other,Undecided,Pollster URL,Source URL,Partisan,Affiliation,Question Text,Question Iteration
1285,Morning Consult,2016-02-26,2016-02-27,2016-02-29T17:19:46Z,400.0,Registered Voters - Republican,Internet,79.0,10.0,,12.0,http://elections.huffingtonpost.com/pollster/polls/morning-consult-23918,http://morningconsult.com/2016/02/donald-trump-marco-rubio-super-tuesday-polling/,Nonpartisan,None,,1
1286,Morning Consult,2016-02-26,2016-02-27,2016-02-29T17:19:46Z,367.0,Registered Voters - independent,Internet,41.0,40.0,,19.0,http://elections.huffingtonpost.com/pollster/polls/morning-consult-23918,http://morningconsult.com/2016/02/donald-trump-marco-rubio-super-tuesday-polling/,Nonpartisan,None,,1
1287,CNN,2016-02-24,2016-02-27,2016-03-01T14:22:05Z,920.0,Registered Voters,Live Phone,44.0,52.0,4.0,,http://elections.huffingtonpost.com/pollster/polls/cnn-23952,http://i2.cdn.turner.com/cnn/2016/images/02/29/rel4b.-.2016.general.pdf,Nonpartisan,None,,1
1288,CNN,2016-02-24,2016-02-27,2016-03-01T14:22:05Z,,Registered Voters - Democrat,Live Phone,7.0,93.0,,,http://elections.huffingtonpost.com/pollster/polls/cnn-23952,http://i2.cdn.turner.com/cnn/2016/images/02/29/rel4b.-.2016.general.pdf,Nonpartisan,None,,1
1289,CNN,2016-02-24,2016-02-27,2016-03-01T14:22:05Z,,Registered Voters - Republican,Live Phone,85.0,12.0,3.0,,http://elections.huffingtonpost.com/pollster/polls/cnn-23952,http://i2.cdn.turner.com/cnn/2016/images/02/29/rel4b.-.2016.general.pdf,Nonpartisan,None,,1
1290,CNN,2016-02-24,2016-02-27,2016-03-01T14:22:05Z,,Registered Voters - independent,Live Phone,44.0,48.0,7.0,1.0,http://elections.huffingtonpost.com/pollster/polls/cnn-23952,http://i2.cdn.turner.com/cnn/2016/images/02/29/rel4b.-.2016.general.pdf,Nonpartisan,None,,1
1291,Ipsos/Reuters,2016-02-20,2016-02-24,2016-02-25T17:29:09Z,1246.0,Registered Voters,Internet,35.0,44.0,10.0,11.0,http://elections.huffingtonpost.com/pollster/polls/ipsos-reuters-23865,http://big.assets.huffingtonpost.com/2016ReutersTracking1.pdf,Nonpartisan,None,,1
1292,FOX,2016-02-15,2016-02-17,2016-02-18T23:08:04Z,1031.0,Registered Voters,Live Phone,42.0,47.0,2.0,8.0,http://elections.huffingtonpost.com/pollster/polls/fox-23803,http://www.foxnews.com/politics/interactive/2016/02/18/fox-news-poll-national-presidential-race-february-18-2016/,Nonpartisan,None,,1
1293,FOX,2016-02-15,2016-02-17,2016-02-18T23:08:04Z,,Registered Voters - Democrat,Live Phone,9.0,85.0,1.0,5.0,http://elections.huffingtonpost.com/pollster/polls/fox-23803,http://www.foxnews.com/politics/interactive/2016/02/18/fox-news-poll-national-presidential-race-february-18-2016/,Nonpartisan,None,,1
1294,FOX,2016-02-15,2016-02-17,2016-02-18T23:08:04Z,,Registered Voters - Republican,Live Phone,79.0,9.0,2.0,10.0,http://elections.huffingtonpost.com/pollster/polls/fox-23803,http://www.foxnews.com/politics/interactive/2016/02/18/fox-news-poll-national-presidential-race-february-18-2016/,Nonpartisan,None,,1
1295,FOX,2016-02-15,2016-02-17,2016-02-18T23:08:04Z,,Registered Voters - independent,Live Phone,39.0,43.0,5.0,12.0,http://elections.huffingtonpost.com/pollster/polls/fox-23803,http://www.foxnews.com/politics/interactive/2016/02/18/fox-news-poll-national-presidential-race-february-18-2016/,Nonpartisan,None,,1
1296,Ipsos/Reuters,2016-02-13,2016-02-17,2016-02-19T17:07:16Z,1213.0,Registered Voters,Internet,37.0,44.0,10.0,9.0,http://elections.huffingtonpost.com/pollster/polls/ipsos-reuters-23811,http://big.assets.huffingtonpost.com/2016ReutersTracking.pdf,Nonpartisan,None,,1
1297,Morning Consult,2016-02-15,2016-02-16,2016-02-17T11:44:02Z,883.0,Registered Voters,Internet,42.0,43.0,,16.0,http://elections.huffingtonpost.com/pollster/polls/morning-consult-23766,http://morningconsult.com/2016/02/trump-drops-slightly-clinton-holds-steady-in-new-poll/,Nonpartisan,None,,1
1298,Morning Consult,2016-02-15,2016-02-16,2016-02-17T11:44:02Z,307.0,Registered Voters - Democrat,Internet,13.0,78.0,,9.0,http://elections.huffingtonpost.com/pollster/polls/morning-consult-23766,http://morningconsult.com/2016/02/trump-drops-slightly-clinton-holds-steady-in-new-poll/,Nonpartisan,None,,1
1299,Morning Consult,2016-02-15,2016-02-16,2016-02-17T11:44:02Z,285.0,Registered Voters - Republican,Internet,76.0,10.0,,14.0,http://elections.huffingtonpost.com/pollster/polls/morning-consult-23766,http://morningconsult.com/2016/02/trump-drops-slightly-clinton-holds-steady-in-new-poll/,Nonpartisan,None,,1
1300,Morning Consult,2016-02-15,2016-02-16,2016-02-17T11:44:02Z,291.0,Registered Voters - independent,Internet,38.0,38.0,,24.0,http://elections.huffingtonpost.com/pollster/polls/morning-consult-23766,http://morningconsult.com/2016/02/trump-drops-slightly-clinton-holds-steady-in-new-poll/,Nonpartisan,None,,1
1301,NBC/WSJ,2016-02-14,2016-02-16,2016-02-18T22:10:10Z,800.0,Registered Voters,Live Phone,40.0,50.0,9.0,1.0,http://elections.huffingtonpost.com/pollster/polls/nbc-wsj-23801,https://www.scribd.com/doc/299690763/NBCNews-WSJ-February-Poll?secret_password=Mf2CgQ8zDGpLW73pfCoJ,Nonpartisan,None,,1
1302,Suffolk/USA Today,2016-02-11,2016-02-15,2016-02-17T17:22:40Z,1000.0,Likely Voters,Live Phone,45.0,43.0,,14.0,http://elections.huffingtonpost.com/pollster/polls/suffolk-usa-today-23779,https://www.suffolk.edu/academics/10741.php,Nonpartisan,None,,1
1303,Suffolk/USA Today,2016-02-11,2016-02-15,2016-02-17T17:22:40Z,373.0,Likely Voters - Democrat,Live Phone,6.0,88.0,,7.0,http://elections.huffingtonpost.com/pollster/polls/suffolk-usa-today-23779,https://www.suffolk.edu/academics/10741.php,Nonpartisan,None,,1
1304,Suffolk/USA Today,2016-02-11,2016-02-15,2016-02-17T17:22:40Z,336.0,Likely Voters - Republican,Live Phone,81.0,8.0,,11.0,http://elections.huffingtonpost.com/pollster/polls/suffolk-usa-today-23779,https://www.suffolk.edu/academics/10741.php,Nonpartisan,None,,1
1305,Suffolk/USA Today,2016-02-11,2016-02-15,2016-02-17T17:22:40Z,273.0,Likely Voters - independent,Live Phone,55.0,27.0,,18.0,http://elections.huffingtonpost.com/pollster/polls/suffolk-usa-today-23779,https://www.suffolk.edu/academics/10741.php,Nonpartisan,None,,1
1306,Quinnipiac,2016-02-10,2016-02-15,2016-02-18T15:18:37Z,1342.0,Registered Voters,Live Phone,43.0,44.0,3.0,10.0,http://elections.huffingtonpost.com/pollster/polls/quinnipiac-23790,http://www.quinnipiac.edu/images/polling/us/us02182016_Urpfd42.pdf,Nonpartisan,None,,1
1307,Quinnipiac,2016-02-10,2016-02-15,2016-02-18T15:18:37Z,563.0,Registered Voters - Democrat,Live Phone,8.0,84.0,2.0,7.0,http://elections.huffingtonpost.com/pollster/polls/quinnipiac-23790,http://www.quinnipiac.edu/images/polling/us/us02182016_Urpfd42.pdf,Nonpartisan,None,,1
1308,Quinnipiac,2016-02-10,2016-02-15,2016-02-18T15:18:37Z,602.0,Registered Voters - Republican,Live Phone,79.0,10.0,2.0,10.0,http://elections.huffingtonpost.com/pollster/polls/quinnipiac-23790,http://www.quinnipiac.edu/images/polling/us/us02182016_Urpfd42.pdf,Nonpartisan,None,,1
1309,Quinnipiac,2016-02-10,2016-02-15,2016-02-18T15:18:37Z,,Registered Voters - independent,Live Phone,40.0,42.0,4.0,14.0,http://elections.huffingtonpost.com/pollster/polls/quinnipiac-23790,http://www.quinnipiac.edu/images/polling/us/us02182016_Urpfd42.pdf,Nonpartisan,None,,1
1310,Ipsos/Reuters,2016-02-06,2016-02-10,2016-02-11T16:07:52Z,1337.0,Registered Voters,Internet,34.0,44.0,11.0,10.0,http://elections.huffingtonpost.com/pollster/polls/ipsos-reuters-23740,http://big.assets.huffingtonpost.com/2016ReutersTrackingPolitical21016.pdf,Nonpartisan,None,,1
1311,Morning Consult,2016-02-03,2016-02-07,2016-02-09T22:39:37Z,2197.0,Registered Voters,Internet,40.0,45.0,,15.0,http://elections.huffingtonpost.com/pollster/polls/morning-consult-23731,http://morningconsult.com/2016/02/poll-cruz-rubio-gain-heading-to-new-hampshire/,Nonpartisan,None,,1
1312,Morning Consult,2016-02-03,2016-02-07,2016-02-09T22:39:37Z,829.0,Registered Voters - Democrat,Internet,13.0,79.0,,8.0,http://elections.huffingtonpost.com/pollster/polls/morning-consult-23731,http://morningconsult.com/2016/02/poll-cruz-rubio-gain-heading-to-new-hampshire/,Nonpartisan,None,,1
1313,Morning Consult,2016-02-03,2016-02-07,2016-02-09T22:39:37Z,711.0,Registered Voters - Republican,Internet,72.0,12.0,,16.0,http://elections.huffingtonpost.com/pollster/polls/morning-consult-23731,http://morningconsult.com/2016/02/poll-cruz-rubio-gain-heading-to-new-hampshire/,Nonpartisan,None,,1
1314,Morning Consult,2016-02-03,2016-02-07,2016-02-09T22:39:37Z,658.0,Registered Voters - independent,Internet,39.0,38.0,,23.0,http://elections.huffingtonpost.com/pollster/polls/morning-consult-23731,http://morningconsult.com/2016/02/poll-cruz-rubio-gain-heading-to-new-hampshire/,Nonpartisan,None,,1
1315,Quinnipiac,2016-02-02,2016-02-04,2016-02-05T12:41:40Z,1125.0,Registered Voters,Live Phone,41.0,46.0,3.0,10.0,http://elections.huffingtonpost.com/pollster/polls/quinnipiac-23675,http://www.quinnipiac.edu/news-and-events/quinnipiac-university-poll/national/release-detail?ReleaseID=2321,Nonpartisan,None,,1
1316,Quinnipiac,2016-02-02,2016-02-04,2016-02-05T12:41:40Z,484.0,Registered Voters - Democrat,Live Phone,7.0,87.0,1.0,5.0,http://elections.huffingtonpost.com/pollster/polls/quinnipiac-23675,http://www.quinnipiac.edu/news-and-events/quinnipiac-university-poll/national/release-detail?ReleaseID=2321,Nonpartisan,None,,1
1317,Quinnipiac,2016-02-02,2016-02-04,2016-02-05T12:41:40Z,507.0,Registered Voters - Republican,Live Phone,80.0,9.0,3.0,8.0,http://elections.huffingtonpost.com/pollster/polls/quinnipiac-23675,http://www.quinnipiac.edu/news-and-events/quinnipiac-university-poll/national/release-detail?ReleaseID=2321,Nonpartisan,None,,1
1318,Quinnipiac,2016-02-02,2016-02-04,2016-02-05T12:41:40Z,,Registered Voters - independent,Live Phone,34.0,48.0,4.0,13.0,http://elections.huffingtonpost.com/pollster/polls/quinnipiac-23675,http://www.quinnipiac.edu/news-and-events/quinnipiac-university-poll/national/release-detail?ReleaseID=2321,Nonpartisan,None,,1
1319,PPP (D),2016-02-02,2016-02-03,2016-02-09T17:00:29Z,1236.0,Likely Voters,IVR/Online,40.0,47.0,,13.0,http://elections.huffingtonpost.com/pollster/polls/ppp-d-23727,http://www.publicpolicypolling.com/pdf/2015/2016results.pdf,Pollster,Dem,,1
1320,PPP (D),2016-02-02,2016-02-03,2016-02-09T17:00:29Z,,Likely Voters - Democrat,IVR/Online,11.0,84.0,,5.0,http://elections.huffingtonpost.com/pollster/polls/ppp-d-23727,http://www.publicpolicypolling.com/pdf/2015/2016results.pdf,Pollster,Dem,,1
1321,PPP (D),2016-02-02,2016-02-03,2016-02-09T17:00:29Z,,Likely Voters - Republican,IVR/Online,77.0,8.0,,15.0,http://elections.huffingtonpost.com/pollster/polls/ppp-d-23727,http://www.publicpolicypolling.com/pdf/2015/2016results.pdf,Pollster,Dem,,1
1322,PPP (D),2016-02-02,2016-02-03,2016-02-09T17:00:29Z,,Likely Voters - independent,IVR/Online,40.0,39.0,,22.0,http://elections.huffingtonpost.com/pollster/polls/ppp-d-23727,http://www.publicpolicypolling.com/pdf/2015/2016results.pdf,Pollster,Dem,,1
1323,Ipsos/Reuters,2016-01-30,2016-02-03,2016-02-04T16:16:33Z,1434.0,Registered Voters,Internet,36.0,44.0,9.0,10.0,http://elections.huffingtonpost.com/pollster/polls/ipsos-reuters-23665,http://big.assets.huffingtonpost.com/2016Reutersipsos.pdf,Nonpartisan,None,,1
1324,Morning Consult,2016-01-21,2016-01-24,2016-01-26T20:19:29Z,4001.0,Registered Voters,Internet,39.0,45.0,,16.0,http://elections.huffingtonpost.com/pollster/polls/morning-consult-23600,http://big.assets.huffingtonpost.com/160103_topline_trend_v4_TS.pdf,Nonpartisan,None,,1
1325,CNN,2016-01-21,2016-01-24,2016-01-26T12:30:45Z,907.0,Registered Voters,Live Phone,47.0,48.0,5.0,0.0,http://elections.huffingtonpost.com/pollster/polls/cnn-23592,http://www.cnn.com/2016/01/26/politics/poll-republicans-results-cnn-orc/index.html,Nonpartisan,None,,1
1326,CNN,2016-01-21,2016-01-24,2016-01-26T12:30:45Z,,Registered Voters - Democrat,Live Phone,6.0,93.0,1.0,,http://elections.huffingtonpost.com/pollster/polls/cnn-23592,http://www.cnn.com/2016/01/26/politics/poll-republicans-results-cnn-orc/index.html,Nonpartisan,None,,1
1327,CNN,2016-01-21,2016-01-24,2016-01-26T12:30:45Z,,Registered Voters - Republican,Live Phone,92.0,4.0,5.0,,http://elections.huffingtonpost.com/pollster/polls/cnn-23592,http://www.cnn.com/2016/01/26/politics/poll-republicans-results-cnn-orc/index.html,Nonpartisan,None,,1
1328,CNN,2016-01-21,2016-01-24,2016-01-26T12:30:45Z,,Registered Voters - independent,Live Phone,47.0,43.0,9.0,1.0,http://elections.huffingtonpost.com/pollster/polls/cnn-23592,http://www.cnn.com/2016/01/26/politics/poll-republicans-results-cnn-orc/index.html,Nonpartisan,None,,1
1329,Zogby (Internet),2016-01-19,2016-01-20,2016-01-26T16:53:26Z,843.0,Likely Voters,Internet,45.0,45.0,,10.0,http://elections.huffingtonpost.com/pollster/polls/zogby-internet-23594,http://zogbyanalytics.com/news/704-zogby-analytics-clinton-45-trump-45,Nonpartisan,None,,1
1330,Morning Consult,2016-01-14,2016-01-17,2016-01-19T19:11:34Z,4060.0,Registered Voters,Internet,42.0,44.0,,14.0,http://elections.huffingtonpost.com/pollster/polls/morning-consult-23526,http://morningconsult.com/wp-content/uploads/2016/01/160102_Topline-Trend.pdf,Nonpartisan,None,,1
1331,Morning Consult,2016-01-14,2016-01-17,2016-01-19T19:11:34Z,1805.0,Registered Voters - Democrat,Internet,13.0,79.0,,9.0,http://elections.huffingtonpost.com/pollster/polls/morning-consult-23526,http://morningconsult.com/wp-content/uploads/2016/01/160102_Topline-Trend.pdf,Nonpartisan,None,,1
1332,Morning Consult,2016-01-14,2016-01-17,2016-01-19T19:11:34Z,1635.0,Registered Voters - Republican,Internet,74.0,13.0,,13.0,http://elections.huffingtonpost.com/pollster/polls/morning-consult-23526,http://morningconsult.com/wp-content/uploads/2016/01/160102_Topline-Trend.pdf,Nonpartisan,None,,1
1333,Morning Consult,2016-01-14,2016-01-17,2016-01-19T19:11:34Z,1281.0,Registered Voters - independent,Internet,43.0,36.0,,21.0,http://elections.huffingtonpost.com/pollster/polls/morning-consult-23526,http://morningconsult.com/wp-content/uploads/2016/01/160102_Topline-Trend.pdf,Nonpartisan,None,,1
1334,NBC/WSJ,2016-01-09,2016-01-13,2016-01-17T14:29:52Z,800.0,Registered Voters,Live Phone,41.0,51.0,,,http://elections.huffingtonpost.com/pollster/polls/nbc-wsj-23507,http://www.scribd.com/doc/295919133/NBC-WSJ-January-Poll,Nonpartisan,None,,1
1335,Gravis Marketing/OANN,2016-01-10,2016-01-10,2016-01-12T03:26:32Z,2416.0,Registered Voters,Automated Phone,51.0,49.0,,,http://elections.huffingtonpost.com/pollster/polls/gravis-marketing-oann-23477,http://www.oann.com/pollresults/,Sponsor,Rep,,1
1336,Morning Consult,2016-01-08,2016-01-10,2016-01-14T16:33:59Z,2173.0,Registered Voters,Internet,44.0,42.0,,14.0,http://elections.huffingtonpost.com/pollster/polls/morning-consult-23500,http://big.assets.huffingtonpost.com/160101crosstabstrend.pdf,Nonpartisan,None,,1
1337,Morning Consult,2016-01-08,2016-01-10,2016-01-14T16:33:59Z,770.0,Registered Voters - Democrat,Internet,15.0,78.0,,7.0,http://elections.huffingtonpost.com/pollster/polls/morning-consult-23500,http://big.assets.huffingtonpost.com/160101crosstabstrend.pdf,Nonpartisan,None,,1
1338,Morning Consult,2016-01-08,2016-01-10,2016-01-14T16:33:59Z,716.0,Registered Voters - Republican,Internet,76.0,10.0,,14.0,http://elections.huffingtonpost.com/pollster/polls/morning-consult-23500,http://big.assets.huffingtonpost.com/160101crosstabstrend.pdf,Nonpartisan,None,,1
1339,Morning Consult,2016-01-08,2016-01-10,2016-01-14T16:33:59Z,688.0,Registered Voters - independent,Internet,43.0,36.0,,21.0,http://elections.huffingtonpost.com/pollster/polls/morning-consult-23500,http://big.assets.huffingtonpost.com/160101crosstabstrend.pdf,Nonpartisan,None,,1
1340,FOX,2016-01-04,2016-01-07,2016-01-08T23:44:48Z,1006.0,Registered Voters,Live Phone,47.0,44.0,2.0,7.0,http://elections.huffingtonpost.com/pollster/polls/fox-23457,http://www.foxnews.com/politics/interactive/2016/01/08/fox-news-poll-national-presidential-race-obama-ratings/,Nonpartisan,None,,1
1341,Rasmussen,2015-12-22,2015-12-23,2015-12-28T19:01:17Z,1000.0,Likely Voters,IVR/Online,36.0,37.0,22.0,5.0,http://elections.huffingtonpost.com/pollster/polls/rasmussen-23421,http://www.rasmussenreports.com/public_content/politics/elections/election_2016/clinton_vs_trump_still_a_dead_heat,Nonpartisan,None,,1
1342,CNN,2015-12-17,2015-12-21,2015-12-23T21:20:00Z,927.0,Registered Voters,Live Phone,47.0,49.0,4.0,,http://elections.huffingtonpost.com/pollster/polls/cnn-23412,http://i2.cdn.turner.com/cnn/2015/images/12/23/cnnpoll2.pdf,Nonpartisan,None,,1
1343,CNN,2015-12-17,2015-12-21,2015-12-23T21:20:00Z,,Registered Voters - Democrat,Live Phone,11.0,86.0,2.0,,http://elections.huffingtonpost.com/pollster/polls/cnn-23412,http://i2.cdn.turner.com/cnn/2015/images/12/23/cnnpoll2.pdf,Nonpartisan,None,,1
1344,CNN,2015-12-17,2015-12-21,2015-12-23T21:20:00Z,,Registered Voters - Republican,Live Phone,88.0,9.0,3.0,,http://elections.huffingtonpost.com/pollster/polls/cnn-23412,http://i2.cdn.turner.com/cnn/2015/images/12/23/cnnpoll2.pdf,Nonpartisan,None,,1
1345,CNN,2015-12-17,2015-12-21,2015-12-23T21:20:00Z,,Registered Voters - independent,Live Phone,47.0,47.0,6.0,,http://elections.huffingtonpost.com/pollster/polls/cnn-23412,http://i2.cdn.turner.com/cnn/2015/images/12/23/cnnpoll2.pdf,Nonpartisan,None,,1
1346,Emerson College Polling Society,2015-12-17,2015-12-20,2015-12-21T16:37:14Z,754.0,Registered Voters,Automated Phone,46.0,48.0,,7.0,http://elections.huffingtonpost.com/pollster/polls/emerson-college-polling-society-23395,http://media.wix.com/ugd/3bebb2_b85d13974aeb4901bd68916b963cea3c.pdf,Nonpartisan,None,,1
1347,Quinnipiac,2015-12-16,2015-12-20,2015-12-22T14:45:28Z,1140.0,Registered Voters,Live Phone,40.0,47.0,2.0,11.0,http://elections.huffingtonpost.com/pollster/polls/quinnipiac-23400,http://www.quinnipiac.edu/images/polling/us/us12222015_Uhkm63g.pdf,Nonpartisan,None,,1
1348,Quinnipiac,2015-12-16,2015-12-20,2015-12-22T14:45:28Z,462.0,Registered Voters - Democrat,Live Phone,4.0,92.0,0.0,4.0,http://elections.huffingtonpost.com/pollster/polls/quinnipiac-23400,http://www.quinnipiac.edu/images/polling/us/us12222015_Uhkm63g.pdf,Nonpartisan,None,,1
1349,Quinnipiac,2015-12-16,2015-12-20,2015-12-22T14:45:28Z,508.0,Registered Voters - Republican,Live Phone,82.0,8.0,2.0,7.0,http://elections.huffingtonpost.com/pollster/polls/quinnipiac-23400,http://www.quinnipiac.edu/images/polling/us/us12222015_Uhkm63g.pdf,Nonpartisan,None,,1
1350,Quinnipiac,2015-12-16,2015-12-20,2015-12-22T14:45:28Z,,Registered Voters - independent,Live Phone,37.0,39.0,4.0,20.0,http://elections.huffingtonpost.com/pollster/polls/quinnipiac-23400,http://www.quinnipiac.edu/images/polling/us/us12222015_Uhkm63g.pdf,Nonpartisan,None,,1
1351,PPP (D),2015-12-16,2015-12-17,2015-12-21T17:15:45Z,1267.0,Likely Voters,IVR/Online,43.0,46.0,,11.0,http://elections.huffingtonpost.com/pollster/polls/ppp-d-23396,http://www.publicpolicypolling.com/pdf/2015/PPP_Release_National_122115.pdf,Pollster,Dem,,1
1352,PPP (D),2015-12-16,2015-12-17,2015-12-21T17:15:45Z,,Likely Voters - Democrat,IVR/Online,14.0,79.0,,7.0,http://elections.huffingtonpost.com/pollster/polls/ppp-d-23396,http://www.publicpolicypolling.com/pdf/2015/PPP_Release_National_122115.pdf,Pollster,Dem,,1
1353,PPP (D),2015-12-16,2015-12-17,2015-12-21T17:15:45Z,,Likely Voters - Republican,IVR/Online,74.0,12.0,,14.0,http://elections.huffingtonpost.com/pollster/polls/ppp-d-23396,http://www.publicpolicypolling.com/pdf/2015/PPP_Release_National_122115.pdf,Pollster,Dem,,1
